District,Rainfall_2023_mm,Normal_Rainfall_mm,Extraction_Status,TDS/EC_Level,Nitrate_Status,Fluoride_Status,PH,TDS_mg_L,Calcium_mg_L,Magnesium_mg_L,Chloride_mg_L,Nitrate_mg_L,Fluoride_mg_L
Amreli,759.1,694.2,Safe,Moderate,Within Limit,Within Limit,7.25,1036,43.6,68.0,254,26.6,0.25
Ahmedabad,657.9,649.4,Safe,Moderate,Within Limit,Within Limit,8.61,875,64.9,55.4,311,11.6,1.3
Surat,1634.0,1480.8,Saline,Very High,Within Limit,Within Limit,7.46,6000,174.4,135.8,1662,9.9,0.61
Vadodara,935.0,949.5,Safe,Low,Within Limit,Within Limit,7.62,451,82.5,31.8,168,12.6,0.41
Rajkot,619.4,613.5,Safe,Low,Within Limit,Within Limit,7.23,330,68.4,52.9,108,7.4,0.71
Gandhinagar,694.0,649.8,Safe,Moderate,Within Limit,Within Limit,6.32,653,146.9,41.9,220,5.8,0.33
Bhavnagar,670.6,645.4,Semi-Critical,Moderate,Within Limit,Within Limit,7.49,1219,60.7,10.7,347,13.0,0.38
Jamnagar,543.2,661.4,Safe,Moderate,Above Limit,Above Limit,6.84,1158,85.8,61.4,313,77.3,2.53
Junagadh,976.9,917.4,Over-Exploited,High,Within Limit,Above Limit,7.62,2549,119.7,60.4,552,6.6,3.34
Kutch,348.2,362.9,Safe,High,Within Limit,Within Limit,7.1,1707,105.8,56.8,514,15.3,0.45
Banaskantha,400.1,458.9,Safe,Moderate,Within Limit,Within Limit,6.78,799,51.0,44.0,239,23.3,0.78
Patan,637.4,629.2,Safe,Moderate,Within Limit,Within Limit,7.44,637,93.1,38.8,264,27.5,0.67
Mehsana,667.1,555.2,Over-Exploited,High,Above Limit,Within Limit,7.01,1694,87.5,23.7,484,57.1,0.36
Sabarkantha,786.8,708.0,Over-Exploited,High,Within Limit,Within Limit,7.91,2588,74.4,76.4,577,9.0,1.31
Aravalli,824.9,759.5,Safe,Low,Above Limit,Within Limit,7.99,458,82.9,50.2,78,51.1,0.66
Anand,819.6,763.3,Over-Exploited,High,Within Limit,Within Limit,7.06,2008,141.3,87.3,600,28.2,0.98
Kheda,697.2,687.0,Safe,Moderate,Within Limit,Above Limit,7.17,849,70.8,7.0,175,41.8,2.26
Panchmahal,850.9,830.8,Safe,High,Within Limit,Within Limit,7.19,1546,104.5,52.7,532,7.2,0.41
Dahod,1136.7,1124.2,Over-Exploited,Moderate,Within Limit,Within Limit,7.63,1458,70.6,31.3,375,14.7,0.67
Bharuch,1310.1,1210.0,Critical,Moderate,Within Limit,Within Limit,7.49,1102,73.3,33.7,230,11.5,0.78
Narmada,1109.9,1084.5,Safe,Moderate,Within Limit,Within Limit,7.24,712,97.5,3.8,197,3.0,0.92
Tapi,1439.8,1696.5,Safe,Low,Within Limit,Within Limit,6.72,384,69.0,30.6,124,14.9,0.45
Navsari,2005.4,1950.9,Semi-Critical,Low,Within Limit,Above Limit,7.12,393,50.4,57.0,205,18.1,2.23
Valsad,2165.9,2217.8,Safe,Moderate,Within Limit,Within Limit,7.26,625,53.5,65.4,126,40.1,1.21
Botad,760.5,624.8,Safe,Low,Within Limit,Above Limit,7.37,314,56.5,49.1,157,5.0,1.68
Chhota Udaipur,1007.5,1142.1,Saline,High,Within Limit,Within Limit,6.88,2099,98.6,63.7,548,13.9,0.3
Devbhoomi Dwarka,492.5,636.9,Semi-Critical,Moderate,Within Limit,Within Limit,6.68,815,77.3,42.1,286,39.9,1.5
Gir Somnath,858.6,865.8,Safe,High,Within Limit,Within Limit,7.45,2674,96.8,68.9,688,7.8,1.35
Morbi,509.1,609.2,Safe,Moderate,Within Limit,Within Limit,7.17,756,43.1,20.1,138,19.1,0.61
Porbandar,617.5,648.8,Saline,Very High,Within Limit,Within Limit,7.54,3633,152.7,81.1,1086,26.4,0.6
Mahisagar,813.6,957.1,Safe,Moderate,Within Limit,Within Limit,7.57,666,85.5,33.8,435,17.4,0.29
Surendranagar,706.2,660.7,Critical,Moderate,Within Limit,Within Limit,7.21,919,86.3,68.1,296,6.2,0.1
Dang,2017.6,2264.1,Safe,Moderate,Within Limit,Within Limit,7.08,754,57.5,29.8,184,37.2,1.13
Amreli,549.8,635.6,Safe,Moderate,Within Limit,Within Limit,7.82,1004,100.8,30.0,380,4.8,0.71
Ahmedabad,500.9,677.6,Semi-Critical,High,Within Limit,Within Limit,7.93,2808,129.1,57.6,747,37.6,0.41
Surat,1638.3,1478.9,Safe,Low,Within Limit,Within Limit,7.53,326,31.4,20.7,91,30.2,0.53
Vadodara,833.6,909.2,Over-Exploited,Moderate,Within Limit,Within Limit,7.9,1150,60.0,58.6,338,12.6,0.39
Rajkot,519.8,578.9,Safe,Moderate,Within Limit,Within Limit,7.64,731,68.6,37.5,226,29.3,1.18
Gandhinagar,583.5,606.0,Safe,High,Above Limit,Within Limit,6.87,1671,94.9,52.5,422,71.4,0.82
Bhavnagar,726.0,725.6,Safe,Moderate,Within Limit,Within Limit,7.17,1054,69.8,52.0,348,32.3,1.0
Jamnagar,492.7,553.2,Over-Exploited,High,Within Limit,Within Limit,6.62,2294,111.7,62.7,692,27.9,0.54
Junagadh,790.5,848.0,Safe,Moderate,Within Limit,Within Limit,6.48,1133,85.8,33.7,349,26.3,0.3
Kutch,350.3,340.9,Saline,High,Within Limit,Within Limit,7.35,2612,87.8,53.2,593,31.2,0.75
Banaskantha,369.5,497.4,Safe,Moderate,Within Limit,Within Limit,7.65,784,38.8,33.7,120,14.3,0.47
Patan,547.5,536.5,Safe,High,Within Limit,Above Limit,7.38,1736,101.5,47.7,396,39.0,1.69
Mehsana,592.1,582.9,Safe,Low,Within Limit,Within Limit,7.86,446,80.5,67.1,69,39.9,1.11
Sabarkantha,790.9,681.8,Semi-Critical,Moderate,Within Limit,Within Limit,7.03,1018,78.0,31.0,267,35.1,1.45
Aravalli,695.8,763.3,Semi-Critical,Moderate,Within Limit,Within Limit,7.69,1006,40.7,46.8,286,42.9,1.01
Anand,785.7,829.1,Critical,Moderate,Within Limit,Within Limit,7.78,801,74.7,44.6,127,18.9,0.24
Kheda,754.7,749.0,Safe,Moderate,Within Limit,Within Limit,7.0,1268,92.8,71.0,316,5.8,0.95
Panchmahal,722.5,812.6,Semi-Critical,Moderate,Within Limit,Above Limit,8.15,1392,67.8,39.8,363,12.9,2.55
Dahod,1003.6,1054.0,Critical,High,Within Limit,Within Limit,7.63,2110,121.9,48.1,535,8.7,1.29
Bharuch,1128.2,1206.2,Critical,Moderate,Within Limit,Within Limit,7.27,643,41.9,29.5,273,9.9,0.85
Narmada,1047.6,1069.2,Safe,Moderate,Within Limit,Within Limit,6.91,571,87.2,51.3,115,16.8,0.82
Tapi,1104.7,1370.1,Over-Exploited,High,Within Limit,Within Limit,6.97,2854,142.2,52.6,816,15.6,0.72
Navsari,1796.6,2047.5,Safe,Moderate,Within Limit,Within Limit,7.62,1143,150.0,31.0,286,38.4,0.71
Valsad,2146.0,1930.5,Safe,Moderate,Within Limit,Within Limit,7.04,682,88.2,45.9,195,15.0,0.46
Botad,649.2,676.3,Over-Exploited,Moderate,Within Limit,Within Limit,6.89,1021,88.3,37.7,144,7.6,0.7
Chhota Udaipur,1050.5,1082.2,Safe,Moderate,Within Limit,Within Limit,6.81,636,55.2,57.3,292,31.8,1.07
Devbhoomi Dwarka,581.2,665.2,Over-Exploited,High,Within Limit,Above Limit,6.95,1525,68.4,58.4,507,17.1,2.15
Gir Somnath,920.6,1017.6,Safe,Low,Within Limit,Within Limit,7.81,417,70.9,46.4,10,24.3,0.59
Morbi,505.6,510.3,Semi-Critical,High,Within Limit,Within Limit,8.31,1540,95.6,42.5,374,43.2,0.44
Porbandar,756.7,733.2,Safe,Moderate,Within Limit,Above Limit,6.77,893,70.7,21.5,226,41.7,1.67
Mahisagar,900.8,966.4,Safe,High,Within Limit,Within Limit,7.17,2074,78.8,71.6,605,13.0,0.85
Surendranagar,637.4,622.1,Semi-Critical,Moderate,Within Limit,Within Limit,7.2,1054,91.6,46.1,276,16.4,0.75
Dang,1799.9,1959.1,Safe,Moderate,Within Limit,Within Limit,6.86,832,64.2,78.2,168,14.7,0.49
Amreli,628.6,693.8,Over-Exploited,Moderate,Within Limit,Within Limit,7.11,1328,107.7,51.1,302,39.2,0.45
Ahmedabad,561.1,561.4,Safe,High,Within Limit,Within Limit,6.67,2512,83.6,79.0,627,32.6,0.48
Surat,1821.8,1516.6,Safe,Low,Within Limit,Within Limit,7.81,391,81.4,13.5,192,21.2,0.84
Vadodara,886.1,924.7,Safe,Moderate,Within Limit,Within Limit,7.5,834,91.6,19.6,362,7.9,1.26
Rajkot,541.7,644.2,Safe,Moderate,Above Limit,Within Limit,7.02,1098,103.3,35.8,205,68.2,0.89
Gandhinagar,658.1,726.3,Safe,Low,Within Limit,Within Limit,8.07,257,65.0,41.2,167,15.3,0.92
Bhavnagar,727.3,729.7,Safe,Moderate,Within Limit,Within Limit,6.6,1408,110.6,28.3,483,27.3,0.76
Jamnagar,596.1,615.0,Safe,Low,Within Limit,Within Limit,7.32,489,113.9,56.9,103,24.8,0.85
Junagadh,779.3,889.6,Safe,Moderate,Within Limit,Within Limit,7.74,1045,64.2,75.0,433,31.0,0.38
Kutch,383.0,366.1,Safe,Moderate,Within Limit,Above Limit,8.04,1088,78.2,77.0,355,15.9,3.38
Banaskantha,507.4,541.5,Safe,Moderate,Within Limit,Within Limit,7.65,841,73.8,44.6,195,5.2,0.85
Patan,560.3,526.1,Safe,Moderate,Within Limit,Within Limit,6.86,566,52.0,54.3,138,14.0,0.66
Mehsana,472.6,521.1,Safe,Low,Within Limit,Within Limit,7.96,474,83.1,55.8,285,3.1,0.98
Sabarkantha,758.1,668.7,Safe,Moderate,Within Limit,Within Limit,6.98,513,41.6,33.2,251,24.5,0.39
Aravalli,937.6,879.2,Safe,Moderate,Within Limit,Within Limit,7.91,1275,52.7,35.5,435,10.5,0.68
Anand,680.4,795.3,Over-Exploited,Moderate,Within Limit,Within Limit,7.77,1252,99.6,65.5,444,27.7,0.97
Kheda,738.8,795.2,Safe,Low,Within Limit,Within Limit,7.12,431,62.1,26.6,191,23.5,0.96
Panchmahal,1057.3,925.8,Safe,Moderate,Within Limit,Within Limit,7.8,796,86.2,58.9,378,31.7,0.85
Dahod,1047.3,1108.4,Over-Exploited,Moderate,Above Limit,Within Limit,7.76,1166,64.0,71.7,329,120.0,0.53
Bharuch,1075.9,1121.7,Semi-Critical,Low,Within Limit,Within Limit,7.83,497,47.8,27.3,221,36.3,0.35
Narmada,1277.5,1258.2,Semi-Critical,Low,Within Limit,Within Limit,7.08,461,28.6,62.7,247,7.1,1.29
Tapi,1701.1,1527.3,Safe,Moderate,Within Limit,Within Limit,7.25,594,66.1,29.1,310,41.0,0.85
Navsari,1611.2,1936.6,Safe,Low,Within Limit,Within Limit,7.59,383,82.4,39.9,10,8.5,1.03
Valsad,2638.0,2364.0,Safe,High,Within Limit,Within Limit,7.54,2061,107.9,45.4,641,18.9,1.21
Botad,662.5,641.5,Safe,Moderate,Within Limit,Above Limit,7.49,759,95.2,22.4,120,28.1,1.9
Chhota Udaipur,1087.5,1246.7,Safe,Moderate,Within Limit,Within Limit,6.81,628,61.6,56.3,206,14.8,1.11
Devbhoomi Dwarka,699.7,580.2,Safe,Moderate,Within Limit,Above Limit,7.24,804,87.8,56.1,379,16.9,1.53
Gir Somnath,932.0,1008.4,Safe,Moderate,Within Limit,Within Limit,6.96,502,55.2,54.3,232,7.4,0.28
Morbi,466.1,524.4,Safe,Moderate,Within Limit,Within Limit,7.87,667,62.4,65.2,82,15.1,1.28
Porbandar,718.3,745.2,Safe,Moderate,Within Limit,Above Limit,7.72,1459,75.5,56.6,471,12.3,2.21
Mahisagar,902.5,886.0,Safe,Low,Within Limit,Within Limit,7.44,378,46.2,31.3,18,37.9,0.99
Surendranagar,628.3,654.4,Safe,High,Above Limit,Within Limit,7.42,1580,93.9,85.4,406,53.4,1.07
Dang,1775.8,2104.7,Safe,Low,Within Limit,Within Limit,7.85,430,103.3,37.8,169,37.2,0.84
Amreli,782.0,758.7,Safe,Moderate,Within Limit,Within Limit,7.12,868,58.5,2.0,366,17.8,0.63
Ahmedabad,485.0,539.4,Safe,Moderate,Within Limit,Within Limit,7.08,504,76.7,39.4,67,7.1,0.37
Surat,1972.5,1711.2,Over-Exploited,Moderate,Within Limit,Within Limit,6.61,980,82.2,45.4,320,36.2,1.05
Vadodara,850.5,818.1,Safe,Moderate,Within Limit,Above Limit,7.11,1335,92.7,41.7,544,6.9,1.6
Rajkot,694.3,550.9,Safe,Low,Above Limit,Within Limit,7.48,403,35.5,15.8,223,45.5,0.92
Gandhinagar,803.1,719.5,Critical,Moderate,Within Limit,Within Limit,6.84,531,70.3,29.3,214,31.0,0.53
Bhavnagar,734.3,685.2,Safe,Moderate,Above Limit,Within Limit,7.24,1235,100.3,56.3,410,76.6,0.97
Jamnagar,506.4,589.7,Over-Exploited,High,Within Limit,Within Limit,7.54,2636,146.1,39.1,782,16.2,0.65
Junagadh,942.9,843.9,Saline,Very High,Above Limit,Within Limit,6.94,3398,131.2,91.6,914,48.5,0.67
Kutch,271.0,259.8,Semi-Critical,Moderate,Within Limit,Within Limit,7.52,892,100.0,14.1,254,9.6,0.39
Banaskantha,549.0,496.4,Safe,Moderate,Within Limit,Within Limit,7.12,958,76.3,58.3,344,12.9,0.55
Patan,417.7,445.6,Safe,Low,Within Limit,Within Limit,8.23,282,48.5,50.9,266,23.8,0.75
Mehsana,453.0,488.3,Saline,Very High,Within Limit,Within Limit,7.54,5575,172.1,133.3,1499,17.8,0.91
Sabarkantha,614.2,659.0,Safe,Moderate,Within Limit,Within Limit,7.62,707,49.2,41.7,196,9.7,0.64
Aravalli,542.5,610.7,Safe,Low,Within Limit,Within Limit,7.29,414,22.7,39.1,226,18.2,1.08
Anand,629.3,769.2,Safe,Moderate,Above Limit,Within Limit,7.67,801,49.5,35.0,230,120.0,0.91
Kheda,471.9,665.7,Safe,Moderate,Within Limit,Within Limit,8.39,1240,79.2,43.5,394,10.6,0.17
Panchmahal,908.6,976.1,Over-Exploited,High,Within Limit,Within Limit,7.1,2536,113.2,80.9,770,24.1,0.89
Dahod,1214.0,1153.7,Safe,Low,Within Limit,Within Limit,6.89,369,25.2,47.0,111,38.5,1.02
Bharuch,997.5,1013.1,Safe,Moderate,Within Limit,Above Limit,7.16,609,90.5,76.8,292,19.6,1.7
Narmada,1162.4,1371.3,Safe,High,Above Limit,Within Limit,7.71,1668,117.1,67.2,449,101.7,0.98
Tapi,1641.1,1545.0,Safe,Moderate,Within Limit,Within Limit,7.44,1434,96.5,52.8,356,10.4,0.34
Navsari,1957.7,2002.4,Safe,Low,Within Limit,Within Limit,7.56,102,69.6,3.5,10,9.9,0.51
Valsad,2148.4,2181.9,Safe,Moderate,Within Limit,Within Limit,7.85,619,82.3,13.2,155,25.9,0.46
Botad,749.9,741.5,Critical,Moderate,Within Limit,Within Limit,6.95,509,88.7,27.9,208,8.0,0.83
Chhota Udaipur,1003.9,1044.9,Over-Exploited,Moderate,Above Limit,Within Limit,7.81,1007,70.3,43.0,294,72.6,1.36
Devbhoomi Dwarka,541.2,659.5,Safe,Moderate,Within Limit,Above Limit,7.88,540,47.4,39.4,100,9.2,2.19
Gir Somnath,1182.8,1059.9,Safe,Moderate,Above Limit,Within Limit,7.34,1280,71.8,43.2,355,82.8,0.36
Morbi,483.8,552.3,Safe,High,Within Limit,Within Limit,8.14,1508,96.3,58.5,434,28.4,1.27
Porbandar,762.6,722.7,Saline,Very High,Within Limit,Within Limit,6.69,3684,133.7,89.8,1004,17.4,0.88
Mahisagar,690.7,894.8,Over-Exploited,High,Within Limit,Within Limit,6.95,2452,105.8,55.5,790,18.8,0.66
Surendranagar,799.1,637.4,Saline,Very High,Above Limit,Within Limit,7.25,3062,135.2,52.3,819,98.6,0.88
Dang,2223.1,2218.0,Safe,Moderate,Within Limit,Above Limit,7.53,631,88.1,34.5,10,29.0,2.88
Amreli,562.2,679.9,Over-Exploited,High,Within Limit,Within Limit,8.1,2105,112.7,87.4,640,35.2,0.59
Ahmedabad,663.7,666.2,Safe,Moderate,Within Limit,Within Limit,7.3,770,79.9,22.1,307,9.9,0.69
Surat,1376.3,1538.6,Over-Exploited,Moderate,Above Limit,Within Limit,7.25,561,42.6,49.1,98,65.6,0.8
Vadodara,686.5,904.3,Safe,Moderate,Within Limit,Within Limit,7.37,873,51.5,44.4,236,16.8,0.81
Rajkot,634.6,614.9,Safe,Moderate,Above Limit,Within Limit,7.59,760,64.6,25.4,183,63.4,1.42
Gandhinagar,847.3,744.7,Safe,Moderate,Within Limit,Within Limit,7.52,605,73.6,49.0,178,21.5,0.84
Bhavnagar,725.8,676.6,Safe,Moderate,Within Limit,Within Limit,7.45,846,81.4,67.4,123,9.2,1.2
Jamnagar,653.2,633.5,Safe,Moderate,Within Limit,Within Limit,7.49,1194,72.7,57.3,350,14.0,1.21
Junagadh,971.4,947.7,Safe,High,Within Limit,Within Limit,7.93,2241,124.9,102.1,599,13.8,1.34
Kutch,340.6,339.9,Safe,Low,Within Limit,Within Limit,7.64,443,39.4,35.2,159,14.1,0.28
Banaskantha,355.8,411.8,Over-Exploited,High,Within Limit,Within Limit,7.52,1964,99.0,46.2,568,4.7,0.19
Patan,474.0,509.5,Safe,Moderate,Within Limit,Above Limit,7.46,1469,122.4,43.8,456,16.3,1.83
Mehsana,600.3,540.5,Semi-Critical,Low,Within Limit,Within Limit,7.23,419,66.7,55.2,10,15.3,0.64
Sabarkantha,552.1,589.2,Semi-Critical,Low,Within Limit,Within Limit,6.47,317,61.1,30.3,110,24.5,0.47
Aravalli,854.5,857.5,Safe,High,Within Limit,Within Limit,6.73,1731,77.9,66.3,465,8.5,0.27
Anand,902.6,844.0,Saline,High,Within Limit,Above Limit,7.2,2823,94.2,71.6,651,11.0,1.71
Kheda,729.9,668.9,Safe,High,Within Limit,Within Limit,7.73,1961,107.2,52.5,489,3.3,0.82
Panchmahal,793.7,870.5,Safe,Moderate,Within Limit,Within Limit,7.42,790,63.1,66.1,306,41.0,0.75
Dahod,1027.9,1144.3,Safe,Moderate,Above Limit,Within Limit,7.32,1193,63.4,47.6,325,120.0,1.04
Bharuch,1384.0,1236.9,Saline,High,Within Limit,Within Limit,7.22,2548,76.1,55.2,740,15.7,1.0
Narmada,1065.0,997.0,Safe,High,Within Limit,Within Limit,6.69,1545,98.3,73.3,571,13.4,1.28
Tapi,1857.4,1781.1,Safe,High,Within Limit,Within Limit,7.39,1730,102.5,46.6,469,28.3,0.53
Navsari,1922.4,1770.2,Saline,Very High,Above Limit,Above Limit,6.58,6000,219.5,116.1,1627,50.6,2.05
Valsad,1840.1,1890.8,Safe,Moderate,Within Limit,Within Limit,7.26,775,101.9,40.5,114,12.1,0.31
Botad,679.0,628.6,Safe,Moderate,Within Limit,Above Limit,7.24,540,65.3,40.2,226,38.2,3.1
Chhota Udaipur,1206.4,1110.7,Safe,Low,Within Limit,Within Limit,7.25,309,60.8,19.4,84,18.4,0.59
Devbhoomi Dwarka,788.5,750.1,Safe,High,Within Limit,Within Limit,8.0,2658,100.4,70.4,680,17.6,0.45
Gir Somnath,1008.1,963.2,Safe,Moderate,Above Limit,Within Limit,7.5,977,78.3,57.6,274,60.9,0.26
Morbi,649.5,612.8,Safe,Moderate,Within Limit,Within Limit,7.26,534,80.0,51.7,43,33.1,0.61
Porbandar,612.9,760.0,Safe,Very High,Within Limit,Within Limit,7.05,3470,158.0,81.0,852,24.7,1.48
Mahisagar,911.6,831.0,Safe,Moderate,Within Limit,Within Limit,7.63,794,76.1,33.3,159,34.3,1.19
Surendranagar,665.2,633.1,Safe,Moderate,Within Limit,Within Limit,7.96,1410,50.7,16.0,540,6.8,0.42
Dang,1738.6,2152.1,Safe,Moderate,Within Limit,Within Limit,7.02,636,68.1,43.7,182,14.6,0.93
Amreli,883.9,755.7,Safe,Moderate,Within Limit,Above Limit,8.13,702,91.6,22.0,125,12.6,1.9
Ahmedabad,460.7,621.6,Safe,Moderate,Above Limit,Within Limit,6.61,697,52.8,31.7,236,45.4,1.21
Surat,1297.4,1362.4,Safe,Moderate,Within Limit,Within Limit,7.3,838,71.4,16.7,167,14.5,0.13
Vadodara,796.0,947.0,Safe,Moderate,Within Limit,Within Limit,7.64,1208,73.3,63.1,411,15.6,0.62
Rajkot,717.1,698.5,Safe,Moderate,Within Limit,Above Limit,6.44,1497,91.9,28.8,422,35.4,2.27
Gandhinagar,587.9,630.0,Safe,Moderate,Within Limit,Within Limit,7.01,755,94.7,40.3,249,32.8,0.77
Bhavnagar,604.4,609.1,Safe,Low,Within Limit,Within Limit,7.44,479,89.5,19.6,47,20.8,0.5
Jamnagar,645.6,621.6,Safe,Low,Within Limit,Above Limit,7.68,221,41.0,33.0,53,12.9,2.21
Junagadh,1022.9,923.4,Over-Exploited,High,Within Limit,Above Limit,7.65,1618,100.7,58.1,543,22.7,3.15
Kutch,320.0,388.4,Safe,Moderate,Within Limit,Above Limit,7.56,720,75.3,51.1,294,6.7,1.73
Banaskantha,430.5,475.2,Safe,Moderate,Within Limit,Within Limit,7.72,558,65.8,28.4,156,4.8,0.48
Patan,448.8,466.3,Safe,Moderate,Within Limit,Within Limit,7.62,1192,109.0,63.4,306,20.3,0.78
Mehsana,364.4,449.6,Safe,Moderate,Within Limit,Within Limit,7.33,724,84.7,47.8,89,30.3,0.89
Sabarkantha,818.6,733.2,Safe,Moderate,Within Limit,Within Limit,7.9,734,56.9,26.8,268,14.9,0.94
Aravalli,905.0,869.6,Safe,Moderate,Within Limit,Within Limit,7.05,909,44.2,42.5,363,15.4,1.02
Anand,1011.7,885.6,Safe,Moderate,Within Limit,Within Limit,7.47,1035,50.3,36.1,286,10.1,0.93
Kheda,1031.3,894.7,Over-Exploited,High,Within Limit,Within Limit,7.71,1695,79.3,77.4,349,41.5,1.08
Panchmahal,821.6,844.6,Safe,Low,Within Limit,Above Limit,6.96,405,36.3,47.6,248,3.5,2.41
Dahod,1136.6,1099.0,Safe,Low,Above Limit,Within Limit,7.93,331,70.6,52.0,230,58.2,0.54
Bharuch,1002.5,1082.0,Semi-Critical,Moderate,Above Limit,Within Limit,7.53,1369,108.8,67.2,254,58.9,1.42
Narmada,1215.5,1163.1,Safe,Moderate,Within Limit,Within Limit,7.65,743,67.4,48.3,241,14.2,0.9
Tapi,1812.6,1942.8,Safe,Moderate,Within Limit,Within Limit,7.13,689,62.5,52.6,279,19.9,1.48
Navsari,1873.3,1905.8,Safe,Low,Within Limit,Within Limit,7.73,319,69.8,35.1,92,36.3,0.99
Valsad,1688.7,1964.5,Safe,High,Within Limit,Within Limit,7.64,1518,95.5,12.9,427,16.5,0.55
Botad,731.3,677.7,Safe,Moderate,Within Limit,Within Limit,7.82,1040,60.3,38.8,316,12.2,1.24
Chhota Udaipur,1223.5,1054.7,Saline,High,Within Limit,Within Limit,8.25,1569,132.0,52.1,534,14.5,1.47
Devbhoomi Dwarka,514.8,611.2,Safe,Low,Within Limit,Within Limit,7.29,100,67.6,51.5,78,44.6,0.61
Gir Somnath,1103.6,971.9,Safe,Low,Within Limit,Within Limit,7.41,182,55.6,53.1,53,30.2,1.39
Morbi,494.9,505.4,Safe,Moderate,Above Limit,Within Limit,7.78,617,85.9,35.8,121,45.9,0.77
Porbandar,491.1,613.7,Saline,Very High,Within Limit,Within Limit,6.89,3112,159.4,62.6,828,22.7,0.52
Mahisagar,800.2,778.3,Safe,Moderate,Within Limit,Within Limit,7.45,509,67.7,41.6,302,12.9,0.6
Surendranagar,502.1,516.7,Critical,Moderate,Within Limit,Within Limit,7.21,1023,88.8,42.7,202,25.7,0.71
Dang,2078.7,2220.5,Safe,Moderate,Within Limit,Within Limit,7.46,540,66.2,64.0,249,30.9,0.72
Amreli,527.3,591.9,Safe,Moderate,Above Limit,Within Limit,7.29,543,70.2,48.0,207,50.6,0.66
Ahmedabad,693.8,664.6,Safe,Moderate,Within Limit,Above Limit,7.91,927,94.6,24.1,273,19.8,2.91
Surat,1289.6,1461.5,Safe,Moderate,Within Limit,Within Limit,7.6,1041,79.3,42.3,386,10.1,0.65
Vadodara,982.0,861.7,Safe,Moderate,Within Limit,Within Limit,6.97,949,59.7,72.3,374,39.2,0.81
Rajkot,632.2,720.5,Safe,Moderate,Within Limit,Within Limit,7.22,1257,80.2,59.7,353,14.1,0.59
Gandhinagar,635.1,574.1,Semi-Critical,Low,Within Limit,Within Limit,8.14,437,63.0,56.2,15,35.9,1.45
Bhavnagar,600.6,715.2,Safe,Moderate,Above Limit,Above Limit,7.63,525,73.5,42.3,152,69.2,3.5
Jamnagar,659.2,625.2,Safe,Moderate,Within Limit,Above Limit,7.91,827,93.1,26.4,208,8.9,3.5
Junagadh,881.1,946.6,Over-Exploited,Moderate,Within Limit,Within Limit,7.72,1070,99.5,58.0,283,25.5,0.86
Kutch,257.0,312.5,Semi-Critical,Moderate,Within Limit,Within Limit,7.48,1024,91.6,57.2,426,10.8,1.17
Banaskantha,514.1,537.5,Safe,Moderate,Within Limit,Within Limit,7.29,861,119.4,44.5,301,16.2,0.6
Patan,535.1,463.6,Safe,Moderate,Within Limit,Within Limit,7.28,1269,67.4,51.7,327,16.7,0.37
Mehsana,576.7,560.1,Over-Exploited,High,Within Limit,Within Limit,7.34,2593,105.2,45.5,786,40.9,0.81
Sabarkantha,531.9,629.1,Safe,Moderate,Within Limit,Within Limit,7.79,576,77.3,16.2,226,10.2,0.58
Aravalli,877.2,808.3,Safe,High,Within Limit,Within Limit,7.39,1541,108.5,44.3,415,15.4,0.81
Anand,702.6,722.8,Safe,High,Within Limit,Within Limit,6.96,1911,71.6,39.9,741,29.0,0.68
Kheda,804.6,784.1,Safe,Moderate,Within Limit,Within Limit,7.19,545,67.7,27.3,154,26.5,0.44
Panchmahal,1174.2,1091.4,Safe,Low,Within Limit,Within Limit,6.41,373,53.7,45.9,183,18.3,0.56
Dahod,969.3,1021.6,Safe,Low,Within Limit,Within Limit,7.24,436,95.3,25.0,208,36.8,0.42
Bharuch,1165.9,1026.9,Semi-Critical,Low,Within Limit,Within Limit,7.38,459,110.0,51.6,172,39.2,0.77
Narmada,994.9,1301.8,Safe,Moderate,Within Limit,Within Limit,6.57,736,77.9,37.5,343,35.3,0.58
Tapi,1620.9,1548.5,Semi-Critical,Moderate,Within Limit,Above Limit,7.39,567,97.7,26.1,156,15.6,3.5
Navsari,2107.5,1881.1,Safe,Moderate,Within Limit,Within Limit,7.73,1268,94.8,54.5,251,26.6,0.75
Valsad,2065.9,2081.8,Safe,Moderate,Within Limit,Within Limit,7.78,1265,27.0,42.5,218,24.2,0.67
Botad,723.3,707.8,Safe,Moderate,Above Limit,Within Limit,7.78,598,65.6,31.5,231,72.7,1.34
Chhota Udaipur,1506.8,1149.1,Safe,Moderate,Above Limit,Within Limit,7.1,516,73.2,60.5,104,81.4,0.34
Devbhoomi Dwarka,626.9,613.9,Safe,Low,Within Limit,Within Limit,7.15,471,85.4,58.7,10,23.1,0.75
Gir Somnath,969.4,1008.9,Safe,Low,Within Limit,Within Limit,8.02,369,90.6,34.0,103,12.3,0.17
Morbi,656.2,597.7,Safe,Moderate,Within Limit,Within Limit,7.37,869,80.0,30.2,227,17.5,1.22
Porbandar,755.2,773.5,Safe,Low,Above Limit,Within Limit,7.41,427,108.8,22.0,228,58.2,0.64
Mahisagar,962.4,896.3,Over-Exploited,High,Within Limit,Within Limit,7.68,1790,137.3,59.4,402,21.1,0.92
Surendranagar,648.6,663.4,Semi-Critical,Moderate,Within Limit,Within Limit,6.85,626,83.5,89.6,189,28.7,0.58
